169	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
182801	SENSORS_VALUES	78.431374	0	1	38.09	40.2	22.2	29.17	51.8	18.3	25.92	66.5	19.2	78.19	27.13
184801	SENSORS_VALUES	78.431374	0	1	38.11	40.2	22.3	29.17	51.8	18.3	25.92	66.5	19.2	78.25	27.13
186801	SENSORS_VALUES	78.431374	0	1	38.12	40.2	22.3	29.20	51.9	18.3	25.91	66.4	19.2	78.31	27.19
188802	SENSORS_VALUES	78.431374	0	1	38.15	40.2	22.3	29.20	51.9	18.3	25.92	66.4	19.2	78.31	27.13
190801	SENSORS_VALUES	78.431374	0	1	38.12	40.2	22.3	29.20	51.9	18.3	25.92	66.3	19.2	78.38	27.13
192801	SENSORS_VALUES	78.431374	0	1	38.16	40.3	22.3	29.18	51.9	18.3	25.94	66.3	19.2	78.44	27.13
194801	SENSORS_VALUES	78.431374	0	1	38.18	40.2	22.3	29.21	52.0	18.4	25.95	66.2	19.2	78.44	27.13
196806	SENSORS_VALUES	78.431374	0	1	38.20	40.3	22.4	29.20	51.9	18.4	25.94	66.2	19.2	78.50	27.13
198801	SENSORS_VALUES	78.431374	0	1	38.22	40.3	22.4	29.21	52.0	18.4	25.94	66.2	19.2	78.50	27.19
200801	SENSORS_VALUES	78.431374	0	1	38.23	40.3	22.4	29.21	52.0	18.4	25.94	66.2	19.2	78.56	27.13
202801	SENSORS_VALUES	78.431374	0	1	38.24	40.3	22.4	29.22	52.0	18.4	25.96	66.2	19.2	78.63	27.19
204802	SENSORS_VALUES	78.431374	0	1	38.27	40.3	22.4	29.24	52.1	18.4	25.95	66.2	19.2	78.63	27.19
206806	SENSORS_VALUES	78.431374	0	1	38.27	40.4	22.5	29.24	52.1	18.4	25.94	66.2	19.2	78.63	27.19
208801	SENSORS_VALUES	78.431374	0	1	38.29	40.3	22.5	29.24	52.1	18.4	25.96	66.2	19.2	78.69	27.13
210801	SENSORS_VALUES	78.431374	0	1	38.29	40.3	22.5	29.21	52.1	18.4	25.94	66.2	19.2	78.75	27.13
212801	SENSORS_VALUES	78.431374	0	1	38.30	40.3	22.5	29.22	52.1	18.4	25.94	66.2	19.2	78.81	27.13
214801	SENSORS_VALUES	78.431374	0	1	38.30	40.3	22.5	29.21	52.2	18.4	25.95	66.2	19.2	78.81	27.13
216801	SENSORS_VALUES	78.431374	0	1	38.33	40.3	22.5	29.22	52.2	18.4	25.96	66.2	19.2	78.88	27.19
218801	SENSORS_VALUES	78.431374	0	1	38.34	40.4	22.5	29.24	52.2	18.5	25.94	66.2	19.2	78.88	27.13
220801	SENSORS_VALUES	78.431374	0	1	38.37	40.4	22.6	29.22	52.2	18.5	25.92	66.2	19.2	78.88	27.13
222802	SENSORS_VALUES	78.431374	0	1	38.39	40.4	22.6	29.22	52.3	18.5	25.95	66.2	19.2	78.94	27.19
224852	SENSORS_VALUES	78.431374	0	1	38.40	40.4	22.6	29.24	52.3	18.5	25.94	66.2	19.2	79.00	27.19
226801	SENSORS_VALUES	78.431374	0	1	38.40	40.4	22.6	29.24	52.3	18.5	25.94	66.2	19.2	79.00	27.13
228801	SENSORS_VALUES	78.431374	0	1	38.43	40.4	22.6	29.22	52.3	18.5	25.94	66.2	19.2	79.06	27.19
230800	SENSORS_VALUES	78.431374	0	1	38.46	40.4	22.7	29.22	52.4	18.5	25.94	66.2	19.2	79.06	27.19
232801	SENSORS_VALUES	78.431374	0	1	38.43	40.5	22.6	29.25	52.4	18.5	25.92	66.2	19.2	79.13	27.19
234805	SENSORS_VALUES	78.431374	0	1	38.47	40.5	22.7	29.25	52.4	18.5	25.95	66.2	19.2	79.13	27.13
236801	SENSORS_VALUES	78.431374	0	1	38.47	40.5	22.7	29.22	52.4	18.5	25.92	66.2	19.2	79.19	27.13
238802	SENSORS_VALUES	78.431374	0	1	38.49	40.5	22.7	29.24	52.4	18.5	25.92	66.2	19.2	79.19	27.19
240801	SENSORS_VALUES	78.431374	0	1	38.50	40.5	22.7	29.26	52.5	18.6	25.94	66.2	19.2	79.25	27.19
242802	SENSORS_VALUES	78.431374	0	1	38.51	40.5	22.8	29.24	52.5	18.5	25.92	66.2	19.2	79.25	27.19
244801	SENSORS_VALUES	78.431374	0	1	38.51	40.5	22.7	29.26	52.5	18.6	25.92	66.2	19.2	79.31	27.19
246801	SENSORS_VALUES	78.431374	0	1	38.53	40.5	22.8	29.26	52.5	18.6	25.94	66.2	19.2	79.31	27.19
248801	SENSORS_VALUES	78.431374	0	1	38.56	40.5	22.8	29.25	52.6	18.6	25.94	66.2	19.2	79.31	27.19
250801	SENSORS_VALUES	78.431374	0	1	38.59	40.6	22.8	29.25	52.5	18.6	25.94	66.1	19.2	79.38	27.19
